COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX,Class
?,0.03896,0.27936,0.1474,?,0.26666999999999996,0.43109,?,0.37005,0.21345999999999998,No
0.08317000000000001,0.16792,0.30451999999999996,0.18954000000000001,0.5,0.46667,0.35345,?,0.31501999999999997,0.49551000000000006,No
0.27015,0.18208,0.45533999999999997,0.36784,0.78571,0.66667,0.44601,0.34654,0.40181999999999995,0.4391,No
0.28783000000000003,0.23745,0.6603899999999999,0.39807,?,0.4,0.5528,?,0.5025,0.40897,No
0.17653,0.21845,?,?,0.5,0.33333,0.51405,?,0.48407,?,No
0.15361,0.2281,0.48571000000000003,0.3757,?,?,0.47953999999999997,0.41096000000000005,?,0.35256,No
0.30469,0.34276999999999996,?,0.42486999999999997,0.5,0.4,?,0.4684,0.45771000000000006,0.36987,Yes
0.42596000000000006,0.31627,0.56898,?,0.57143,0.6,?,0.47728999999999994,0.50765,?,Yes
0.07368999999999999,0.26055,0.46937,0.21108000000000002,0.5,?,0.52085,0.41181,0.47248999999999997,0.32756,No
0.13517,?,?,?,0.42857,0.26666999999999996,?,0.25742,0.30136999999999997,0.24871999999999997,No
0.17786,0.2201,0.54471,0.31648000000000004,0.57143,0.33333,0.50975,0.41073000000000004,0.46593,0.39487,No
0.18381,0.23621,?,0.36123,0.64286,0.53333,0.43096999999999996,0.38976,0.41331,0.54423,No
0.049260000000000005,0.34137,0.43304,0.2666,?,0.26666999999999996,0.45888,0.4134,?,?,No
?,0.18281,0.46342,0.41105,0.57143,0.53333,?,?,?,?,No
0.09537999999999999,?,0.40110999999999997,?,0.42857,0.33333,0.42875,0.37665,0.40612,?,No
0.26411,0.19275,?,0.38351,0.71429,0.53333,?,0.3924,0.44458000000000003,0.40705,No
0.1341,0.19913,0.38395,?,0.42857,0.4,?,0.33583,?,0.38845999999999997,No
0.21863000000000002,0.2235,0.45374,0.34712,0.64286,0.53333,0.4683,0.37921,0.4289,0.49743999999999994,Yes
0.046360000000000005,?,0.48811000000000004,?,0.57143,0.46667,0.49208,0.3779,0.4413,0.4,No
?,?,0.38856999999999997,0.34889000000000003,?,0.4,0.3918,0.38215,?,0.48462,No
?,0.23,0.42743000000000003,0.29412,0.5,?,?,0.3881,0.43662,0.37821,No
0.12257,0.32500999999999997,0.42228999999999994,0.28121999999999997,?,0.33333,0.41548999999999997,0.36648000000000003,0.39423,0.39679000000000003,No
0.06759,0.11152000000000001,0.26811,?,?,0.2,0.45971999999999996,0.33231,0.40281999999999996,?,No
0.27733,0.12711,?,0.32711999999999997,?,0.33333,0.54842,0.39318000000000003,0.47905,0.38718,No
0.21535,0.22549,0.46286000000000005,0.36128000000000005,0.5,0.33333,?,0.34633,0.3807,?,No
0.34483,0.14224,0.50554,?,0.42857,?,?,0.32324,?,0.38654,Yes
?,?,0.40612,0.26166,0.42857,0.46667,0.51765,0.41028000000000003,0.47003999999999996,0.5057699999999999,No
0.21306999999999998,0.20848000000000003,0.42589,0.34271999999999997,?,?,0.39658000000000004,0.34676999999999997,?,0.375,No
0.2612,0.14140999999999998,0.4829,0.44048000000000004,0.85714,0.86667,0.40598,0.36018,0.38616,0.48205,Yes
?,0.25708000000000003,0.51756,0.33163000000000004,?,0.46667,0.52467,0.4221,0.47927,0.42821000000000004,No
0.26332,0.1222,0.53113,?,0.57143,0.46667,0.39992,0.36376,0.38449,0.34872,No
0.29385,0.18182,?,0.40646,0.5,0.4,0.44856999999999997,0.38652,0.42145,?,No
?,0.15693,0.41752,0.2903,0.5,0.4,0.44237,?,0.39873000000000003,?,No
0.16858,?,0.48968,0.3059,0.57143,0.4,0.49968999999999997,?,?,0.41667,No
0.1594,?,?,?,0.57143,0.4,?,0.37986,0.4437,0.38333,No
?,0.21425999999999998,?,0.27595,0.5,0.4,0.51928,0.40009,0.46628000000000003,0.50449,No
0.1099,0.27199,0.49045,0.40026999999999996,0.42857,0.46667,0.55373,0.49862,?,0.45577,No
0.06897,0.42672,0.47381999999999996,0.3231,0.5,0.46667,?,0.41886,0.46443999999999996,?,No
?,0.12749000000000002,?,0.42081999999999997,0.5,0.4,?,0.4121,?,0.34808,No
0.13990999999999998,0.35958,?,?,?,0.4,0.44645,0.39842,0.42572,0.47179,Yes
?,0.30178,0.50374,?,0.57143,0.33333,0.50629,0.40988,0.46365,0.2891,Yes
?,0.45502,0.5551699999999999,0.50388,0.5,0.4,?,0.52152,0.54079,?,Yes
0.34221,0.13234,0.5594899999999999,0.39155999999999996,?,?,0.45274,?,0.41972,?,No
?,?,?,0.29682,0.71429,?,0.46411,?,0.41941999999999996,0.46346000000000004,No
?,?,0.28048,0.25395,0.42857,?,?,?,?,?,No
0.25711999999999996,0.11364,0.4477,0.29852,?,0.4,?,0.36161,0.41903999999999997,0.34486999999999995,No
?,0.0406,?,0.12392,?,?,0.42867,0.30990999999999996,0.37563,0.16602999999999998,No
0.08302999999999999,0.27742,?,?,0.78571,?,0.50151,?,?,?,Yes
0.25266,?,?,0.43748000000000004,0.78571,0.73333,0.4923,?,0.44753000000000004,0.55,No
0.26618,?,0.52564,0.36044,0.5,0.53333,0.45898999999999995,0.39232,?,?,No
0.08302999999999999,0.34934,0.44132,0.34371999999999997,0.57143,?,0.42693000000000003,?,0.41418,0.43333,No
?,0.18115,0.45248999999999995,0.28146,0.71429,0.6,?,?,0.43451000000000006,0.58205,No
?,0.18497,0.45037,0.27915999999999996,0.71429,0.6,0.4829,0.37847,0.43654,?,No
0.22901,0.42855,?,?,0.71429,0.66667,?,0.46388,0.49298000000000003,0.65,Yes
0.19780999999999999,0.20399,?,?,0.5,?,0.48931,0.44343,0.46968000000000004,0.3141,No
0.14693,?,0.39955,?,0.42857,0.33333,0.39194,0.35384,0.3756,0.38077,No
?,0.23655,?,0.3157,?,0.33333,0.38684,0.34763,?,0.31538,No
0.34321,0.03267,?,0.36206,0.5,0.46667,0.42841999999999997,0.34404,?,0.26923,No
0.3997,?,0.4878,?,0.5,0.33333,0.38468,0.32836,?,?,No
0.3245,?,0.52817,0.40469,?,0.53333,?,0.36838000000000004,0.39666999999999997,0.31923,No
0.12112,?,0.27054,0.10879000000000001,0.35714,0.2,0.44614,0.28915,0.3757,0.25577,No
0.34419,0.15488,0.58825,0.37815,0.64286,0.46667,?,0.39046,0.43842,0.40769,No
?,?,0.50303,0.34055,?,?,0.43954,0.36158,0.40514,0.27436,No
0.34476999999999997,?,0.44843,0.41473000000000004,?,0.6,?,0.29501,0.35502,0.49872,No
0.13819,0.171,0.49221000000000004,0.33166,0.57143,?,0.42406000000000005,?,?,0.31026,No
0.16155999999999998,0.21659,0.56234,0.32036,0.64286,0.4,0.50278,?,0.45206999999999997,0.36987,No
0.27426,0.15758,?,?,0.5,?,0.43872,?,0.40465,0.30833,No
0.36393000000000003,0.25734,0.60229,?,0.5,0.4,0.5435800000000001,?,0.5391699999999999,?,Yes
0.05397999999999999,0.26721,0.40192,?,0.57143,?,?,0.38816999999999996,?,0.43396999999999997,No
?,?,0.44851,?,0.42857,?,0.42562,?,?,0.38397,No
?,0.23071999999999998,?,0.25882,0.42857,0.33333,0.51376,0.41613,?,0.34359,No
0.4035,?,?,0.5878399999999999,?,0.46667,0.56495,0.55361,0.5612699999999999,0.47628000000000004,Yes
0.06457,0.21309,0.3929,0.2496,?,?,0.44948,0.38798,0.42262,0.28526,No
0.08665,0.26807,?,0.32054,0.57143,?,?,?,0.47483000000000003,?,No
0.26389,?,0.51985,?,0.64286,0.46667,0.47725,0.36411,0.4269,?,No
?,?,0.46151000000000003,?,0.57143,?,0.44511000000000006,0.38151999999999997,0.41728000000000004,0.39103000000000004,No
?,0.22346,0.56135,0.35854,0.64286,0.4,0.53476,?,0.48457,0.46282,No
0.35631999999999997,0.18491,0.54519,0.47786000000000006,0.71429,0.6,0.51042,?,0.47096000000000005,?,Yes
0.23146,0.06683,?,0.22191999999999998,0.42857,0.33333,0.40879,0.31242,0.36591,0.36346,No
0.09632,?,0.48986999999999997,0.37790999999999997,0.5,0.4,0.44927,0.41323999999999994,0.43401999999999996,0.37756,No
0.20903000000000002,0.1047,?,?,0.57143,0.4,0.49691,0.34325,0.42813,0.39551,No
0.01617,0.38017,0.4383,?,0.5,0.4,0.43437,0.40857,0.42375,0.42051000000000005,No
0.15741,0.2374,0.43226000000000003,?,0.57143,0.4,?,0.3636,0.41194,0.46923000000000004,No
?,0.21445,0.31672,0.29654,?,0.46667,0.38001999999999997,?,0.34310999999999997,?,No
?,?,1.0,?,0.64286,0.53333,1.0,0.9002899999999999,?,0.6166699999999999,Yes
?,0.19877999999999998,0.51445,?,?,0.66667,?,0.35991,?,?,No
0.17419,0.18322,0.64194,0.31849,0.71429,0.46667,?,0.37234,0.45628,?,No
0.01346,0.39986,?,0.24986,0.42857,0.33333,0.50471,?,?,0.43205,No
0.055760000000000004,0.30363,0.51072,0.26964,0.42857,0.26666999999999996,0.52668,0.41386000000000006,0.47661000000000003,0.4,No
0.23894,0.12672,0.46805,0.31059000000000003,?,0.33333,0.37043000000000004,?,0.31524,0.27051,No
?,0.2233,?,0.35707,0.5,0.46667,0.42623999999999995,?,?,?,No
0.20779,0.14887,0.60455,0.38571,0.71429,?,0.50362,0.43193000000000004,?,0.35833000000000004,No
?,?,0.53567,0.48732,0.64286,0.6,0.54589,0.54623,0.5474899999999999,?,Yes
0.22186999999999998,0.27455999999999997,0.46805,0.37443000000000004,0.5,0.33333,0.44665,0.37948000000000004,0.41718999999999995,?,No
0.09373,0.26250999999999997,0.37595,?,0.57143,0.33333,0.49851,?,0.45625,?,No
0.1594,0.19726,?,0.2853,?,0.46667,0.41116,0.3503,0.38449,?,No
?,0.22169,?,0.26869,0.42857,?,0.34485,0.33383,0.34074,0.31154,No
0.23676999999999998,0.10654000000000001,0.4523,0.2496,0.42857,?,0.48705,0.36536,0.43283,0.29167,No
0.21277,0.27879,0.49867,0.37698000000000004,0.5,?,0.44753999999999994,0.40568000000000004,0.42963,0.40769,No
0.09272000000000001,0.20399,?,0.18962,0.5,0.26666999999999996,0.35441,0.31309000000000003,?,?,No
?,0.12390999999999999,0.3346,0.23654,0.42857,0.33333,?,0.34913,0.41767,0.33013000000000003,No
0.20876,?,0.34394,0.27895,0.42857,?,?,0.27195,0.28839000000000004,0.28013000000000005,Yes
0.20925,0.16831,0.38647,0.26411,?,0.4,0.48108999999999996,?,0.42578,0.31603000000000003,No
?,0.25455,?,0.28295,0.71429,0.33333,?,?,?,0.36154000000000003,No
0.32184,?,0.5366,0.4492,0.57143,0.6,0.45798999999999995,0.41047,0.43753000000000003,0.38974000000000003,Yes
0.20026,?,?,0.4706,0.5,0.4,0.53122,0.50672,0.52145,0.43396999999999997,Yes
?,0.10507000000000001,0.46521,0.27055999999999997,0.5,?,0.44367,0.42454,0.43612,0.36538000000000004,No
0.18829,?,?,0.29824,0.5,0.33333,0.45286000000000004,0.37433,0.41823999999999995,0.30769,No
?,?,0.33791,0.26624000000000003,0.42857,0.33333,0.34486,0.31163,?,0.39744,No
0.35412,0.20033,0.54505,0.4271,0.5,0.46667,0.45868000000000003,?,0.43638999999999994,0.39103000000000004,No
0.17076,0.11122,0.44851,0.30407,0.5,0.33333,0.38697,0.34551,0.36908,?,No
0.29843000000000003,?,0.60531,?,0.64286,0.4,0.5126,0.43226000000000003,0.47731,0.48654,No
0.30396999999999996,0.15325,0.46856000000000003,?,0.57143,?,0.44911,0.35919,0.40928000000000003,0.41986999999999997,No
0.26484,0.16385999999999998,0.34502,0.31588,?,0.46667,0.32616999999999996,0.27357,0.30304000000000003,0.37244,No
0.26219000000000003,0.12618,0.46562,0.34163000000000004,0.5,0.4,?,?,0.41313,0.34167,No
0.11936,0.2954,?,0.30704000000000004,0.42857,?,0.39076,0.3339,0.36585,0.3,No
0.28548,0.27111999999999997,0.47083,?,0.64286,?,0.41515,0.37987,0.40015,?,No
?,0.08295,0.5232899999999999,?,0.64286,0.46667,0.4983,0.39218000000000003,?,0.37885,No
0.35716,0.051,0.49045,0.29751,0.5,0.4,0.4496,0.34665,0.40381999999999996,?,No
0.2663,0.19318,?,0.3466,0.5,?,0.43536,0.39159,0.41653999999999997,?,No
?,0.21144000000000002,?,0.38913000000000003,0.57143,0.46667,0.46593999999999997,?,?,?,No
0.26400999999999997,0.15682000000000001,0.493,0.35416,0.57143,0.4,0.45908999999999994,0.35666,?,0.38654,No
0.18865,0.1218,0.40083,0.2405,0.5,0.33333,0.43413999999999997,0.34953,0.39669,0.43013,No
0.2845,0.30054000000000003,0.66883,0.44146,0.57143,0.46667,?,0.45128999999999997,?,0.49359,Yes
0.16286,?,?,0.27275,?,0.33333,0.48249,?,0.43701,0.34679,No
0.15485,0.30434,0.46843,?,0.5,?,?,?,0.4659,0.45769,No
0.14989,0.23606999999999997,0.45751000000000003,0.32511,0.71429,0.6,?,0.37861999999999996,?,0.54167,No
0.06336,0.2875,?,?,0.5,?,?,0.37206,0.40066999999999997,?,No
0.27699,?,?,0.40415,0.42857,0.4,?,0.49601999999999996,0.49808,?,Yes
?,0.18632,?,0.32804,0.5,0.33333,0.41562,?,?,0.36474,No
0.10194,0.10722999999999999,0.58505,0.27073,0.64286,0.46667,?,0.46617,0.50071,0.37244,No
0.23406,0.13276,0.5387,0.3033,0.64286,0.46667,0.48222,?,0.44168,0.39231,No
?,0.28376999999999997,0.32750999999999997,0.27065,0.35714,0.33333,0.34189,?,?,0.35449,No
?,0.26446,0.4742,0.30726,?,0.4,0.47816000000000003,0.38577,0.43728,0.40576999999999996,No
0.18161,0.16053,?,0.25751999999999997,0.5,?,0.37767,0.33965,?,0.27564,No
0.26195999999999997,0.23989000000000002,?,0.34693,?,0.46667,0.49113,?,0.45093,?,No
?,?,0.66193,0.54485,0.57143,?,0.545,0.45975,0.50755,0.32949,Yes
0.15680999999999998,0.26197,0.47625,0.36746999999999996,0.78571,0.4,0.47603,?,0.44301999999999997,0.47628000000000004,Yes
0.21388000000000001,0.14115999999999998,0.46358,0.25823,0.57143,0.26666999999999996,?,0.33929000000000004,0.39091,0.27756,No
?,0.12892,0.42844,0.30749,?,0.46667,0.42171000000000003,0.31174,0.37266,0.38333,No
?,?,0.49656999999999996,0.33058000000000004,0.64286,0.53333,0.46256,0.38282,0.42741,0.41218,No
?,0.15532,?,?,0.42857,0.4,0.40697,0.34719,0.38078,0.29423,No
0.10163,?,0.47257,?,0.57143,0.26666999999999996,0.5041800000000001,0.35866,?,0.40705,No
0.14300000000000002,0.19559,?,0.29353,0.71429,0.6,0.44148999999999994,?,0.40871,0.43782,No
?,0.34848,?,0.35891999999999996,0.5,0.33333,0.4426,0.41568999999999995,0.43149,0.46346000000000004,No
?,?,?,?,0.64286,0.6,0.33616999999999997,0.3252,0.33205999999999997,?,No
0.19403,?,0.48293,0.3751,0.57143,0.4,?,0.39388,0.45109,?,No
0.18855,?,0.40316,0.3073,?,0.33333,0.36151,0.34136,0.35328000000000004,0.30064,No
0.18205,0.2816,0.56225,0.35315,0.64286,0.33333,?,0.43073999999999996,0.47936999999999996,0.49295,No
?,?,0.67609,0.53732,?,0.46667,0.5766600000000001,0.54979,0.56593,0.45192,Yes
0.21729,0.18545,0.46633,0.33675,0.5,0.33333,0.43568999999999997,0.38256,?,0.36154000000000003,No
?,0.16862,0.3541,0.26735,0.42857,0.33333,0.37942,0.32263000000000003,0.35452,0.35769,No
0.21825,0.23678000000000002,0.49756999999999996,0.3771,?,0.53333,?,?,0.46975,0.52308,No
0.2192,0.45208999999999994,?,?,?,0.46667,0.51346,0.47998999999999997,?,0.5012800000000001,Yes
0.28655,0.28123000000000004,0.53684,?,0.64286,?,0.45353999999999994,0.43987,?,?,No
0.12414000000000001,0.25603000000000004,0.39769,0.30934,0.42857,0.33333,?,0.36203,0.38245999999999997,0.30833,No
0.07147,0.17687,0.35717,0.16815,?,0.4,?,0.3359,0.42617,0.43333,No
0.09872,0.09397,?,0.16617,?,0.26666999999999996,0.43973999999999996,0.39311999999999997,0.41963999999999996,0.3109,No
0.12287999999999999,0.30413,?,?,0.71429,?,0.5593600000000001,0.45257,0.51212,?,No
?,0.13577,0.70902,0.49799,0.64286,0.53333,?,0.43873999999999996,0.51802,0.41795,No
0.35451,?,0.51826,0.40664,0.64286,0.66667,0.45292,0.35436999999999996,0.40915999999999997,0.43782,No
?,0.39681,0.56655,0.46268000000000004,0.57143,0.4,0.45961,0.48638000000000003,0.47303999999999996,0.4,No
0.20152,0.23019,0.5178,0.44359,0.64286,0.53333,0.47821,0.41522,0.45074,?,No
?,0.06989,?,0.29374,0.5,?,0.41023000000000004,0.32418,0.37206,?,No
?,0.16254000000000002,0.30653,0.20449,0.28570999999999996,0.2,0.33254,0.29666,0.31705,0.29936,No
0.15828,?,?,?,0.5,0.4,0.46843999999999997,?,0.4193,0.37179,No
0.13365,0.23626,0.32436,0.24178000000000002,0.35714,0.26666999999999996,0.42771000000000003,0.35570999999999997,0.396,0.35385,No
0.33215,?,0.5704,0.33809,0.64286,0.4,0.47463,0.38086,0.43311000000000005,0.30128,No
0.08242000000000001,0.35698,0.42411000000000004,?,?,0.46667,0.48255,0.39414,?,0.60256,No
0.10471,0.30627,?,0.28362,?,?,0.5009399999999999,?,0.46396000000000004,0.45513000000000003,No
0.35886,0.18504,0.52182,0.39736,0.57143,0.46667,?,0.41202,0.43273,?,No
0.36533000000000004,?,0.7850199999999999,0.8840600000000001,0.5,0.53333,0.9022399999999999,0.97326,?,?,No
0.15188,0.14096,0.44248999999999994,0.26842,0.42857,0.33333,0.42071000000000003,?,?,0.38782,No
0.33528,0.07643,?,?,0.5,0.46667,0.49013999999999996,0.37166,0.43738999999999995,?,No
0.21849000000000002,0.2884,0.54601,?,0.5,0.33333,0.55919,0.45346000000000003,?,?,No
0.23894,?,0.40329,?,0.5,0.33333,?,0.37239,0.41181,?,No
0.17786,?,0.46185,0.26759,0.57143,0.46667,0.45566,0.37642,0.42072,0.375,No
0.2085,0.27749,0.5433899999999999,?,?,0.46667,0.5322,?,0.50659,0.53782,No
0.16785,0.29079,0.44325,?,0.35714,0.33333,0.44078,?,0.42717,0.41281999999999996,No
?,0.24211,0.44277,0.34002,0.64286,0.46667,0.45548999999999995,?,?,0.49231,No
?,0.22403,0.52735,0.28870999999999997,0.5,0.33333,0.5539999999999999,0.41531,0.4922,0.44359,No
0.29600000000000004,0.18315,0.68567,?,0.78571,?,?,0.46416,0.51352,0.42628,No
0.17182999999999998,0.41346000000000005,0.49559,?,0.5,0.53333,0.43267,0.39532,0.41678000000000004,0.3641,Yes
0.27893,?,0.5319699999999999,0.40908,0.5,?,?,0.39611999999999997,0.46116,0.35256,Yes
0.12609,0.28087,0.54661,0.41806000000000004,0.42857,?,0.51405,0.40776,0.46692,0.43462,No
0.1336,0.17505,0.29324,0.22152,0.42857,0.33333,0.33539,0.27394,0.30825,?,No
?,0.59533,?,0.48055,?,0.46667,?,0.59926,0.60998,0.63846,No
0.19702999999999998,?,?,0.24915,0.5,?,0.50365,0.35631,?,0.34808,No
0.15917,?,0.45193,0.29394000000000003,0.57143,0.33333,?,0.3749,0.41116,0.47308,No
0.02725,0.34567,?,0.31492,?,0.4,0.44261999999999996,0.40681999999999996,?,?,No
0.24813000000000002,0.2047,0.48978999999999995,?,0.5,?,0.39021999999999996,0.40287,0.39703,0.32436,No
0.22805,0.17959,0.36056,0.28428000000000003,0.35714,0.26666999999999996,0.39209,0.33739,0.36818,?,No
0.30983,0.08916,0.40991000000000005,?,?,0.26666999999999996,0.39315,0.31829,?,0.30896999999999997,No
0.20218,?,0.42593000000000003,0.24627,?,?,?,0.33355999999999997,0.38401,0.34872,No
0.28160999999999997,?,0.57071,0.41472,?,?,0.5198699999999999,?,0.47813,?,No
0.5632199999999999,0.2178,0.68,?,0.71429,0.66667,0.52963,0.5219600000000001,?,0.55897,Yes
0.31435,0.04863,0.36372,0.28031,?,0.26666999999999996,?,0.29168,0.31279,?,No
?,0.49038000000000004,?,0.40515999999999996,0.57143,0.46667,?,0.46316999999999997,0.48196000000000006,0.51795,No
0.03265,?,?,0.30615,0.35714,0.26666999999999996,0.48557,?,0.44992,0.31987,No
0.04267,0.35904,0.39152,?,?,?,0.40201,0.3723,0.38952,0.46346000000000004,No
0.08992,0.1669,0.49218,0.23025,0.57143,?,0.48562,0.4122,0.45342,0.36923,No
0.32703000000000004,0.18678,0.64336,0.43566000000000005,0.57143,0.46667,0.57748,0.48858999999999997,0.53846,?,No
0.27286,0.17315999999999998,0.5545,0.34628000000000003,0.71429,?,?,0.40233,0.46801000000000004,0.32949,No
0.18905,?,0.4959,0.35625999999999997,0.64286,0.53333,0.50295,?,0.47026,0.6602600000000001,No
0.13771,0.17042000000000002,0.38522,0.22078000000000003,?,0.2,0.39628,0.31678,0.36107,?,No
0.43604,?,0.57972,0.43723,0.42857,0.33333,0.49368999999999996,0.38666,0.44616999999999996,0.3609,No
0.21748,0.25878,?,0.37184,?,?,?,0.39099,?,0.36987,No
?,0.24622,0.49623,0.3789,?,0.4,?,0.38600999999999996,?,0.4,No
?,?,?,?,?,0.33333,0.47245,0.40065,?,?,No
0.06498999999999999,0.28147,?,?,0.35714,?,?,0.39748,0.42176,?,No
?,?,0.34786,0.25274,0.35714,0.4,0.41203,0.37621,0.39678,?,No
0.11377999999999999,0.2816,0.2718,0.23399,0.35714,0.26666999999999996,0.31711999999999996,0.29657,0.30859000000000003,0.32885,No
0.2537,0.08791,?,0.3451,0.57143,?,0.41768,0.35224,0.38893,0.33654,No
0.33583,0.15584,?,0.36721,0.42857,0.4,0.52728,0.41661000000000004,0.47818999999999995,?,No
?,0.17209000000000002,?,0.25787,0.64286,0.4,0.46068000000000003,0.35565,0.41398999999999997,0.49231,No
?,0.26716,?,?,0.64286,0.4,0.49888999999999994,0.42796999999999996,0.46786000000000005,0.49103,No
?,0.14476,?,0.29704,0.57143,?,0.40788,0.32413000000000003,?,0.23654,No
?,?,0.65351,0.5787,?,0.6,0.54497,0.49865,0.5252899999999999,0.45321000000000006,Yes
0.32493,0.0,0.35120999999999997,0.34079,0.28570999999999996,0.26666999999999996,?,0.25548000000000004,0.25437,0.16538,No
0.25087,0.21913000000000002,0.6257,0.42432,0.64286,?,?,0.49403,0.56271,0.3859,No
0.132,?,0.35518,?,0.64286,?,0.4412,0.38473,?,0.52436,No
0.05322,?,0.59127,0.43017,0.78571,0.53333,0.5354800000000001,?,0.51384,0.56923,No
0.23631999999999997,0.17545999999999998,0.40284000000000003,?,0.42857,0.46667,0.39648,0.32909,0.36679,0.48396999999999996,No
0.1038,0.27831,0.38824000000000003,0.29857,?,0.4,0.39246,0.3576,0.3776,0.45705,No
0.22529000000000002,0.18918,0.47461000000000003,0.3188,0.57143,0.4,0.46508999999999995,0.36385,0.42013,0.46282,No
0.09817999999999999,0.13748,0.27004,0.14017000000000002,?,?,0.36253,0.24743,0.31098000000000003,?,No
0.18366,0.23295,?,0.35347,0.57143,0.53333,0.48778999999999995,0.40564,0.45161,0.43462,No
0.16484000000000001,0.1105,0.20613,?,0.35714,0.33333,0.29063,0.24386,?,?,Yes
0.19969,0.20909,0.5069100000000001,0.29527,0.57143,0.33333,0.51639,0.37267,?,0.39295,No
0.21283000000000002,?,0.48303,0.3353,?,0.46667,0.5188699999999999,?,0.46617,0.45256,No
0.24848,0.20499,0.55429,0.34889000000000003,0.57143,0.4,0.44795,0.34668000000000004,0.40294,0.34167,No
0.08073,0.27118000000000003,?,?,0.57143,0.46667,?,0.41447,0.44378999999999996,?,No
0.20835,0.20751999999999998,?,0.32671999999999995,0.64286,0.4,0.4699,0.39466,0.43682,0.47885,No
0.1152,0.21384,0.56519,0.27229000000000003,0.42857,0.26666999999999996,0.49946,?,?,?,No
0.11653,0.29949000000000003,?,0.31648000000000004,0.57143,0.4,0.43144,0.38106,0.4096,0.49551000000000006,No
0.10901,0.37096999999999997,0.43871000000000004,?,0.42857,0.46667,0.46369,0.40433,0.43783999999999995,0.42563999999999996,No
0.25786,0.20153,0.43656000000000006,0.33705,?,0.46667,?,0.34973000000000004,?,0.44743999999999995,No
0.33358000000000004,?,0.56326,0.50259,0.64286,0.6,0.53617,0.51503,0.52795,0.59167,Yes
0.19121,?,0.5139100000000001,?,0.71429,0.6,?,0.44528999999999996,0.48231999999999997,?,No
?,0.13609000000000002,0.34431,0.27161,?,0.33333,0.38946,0.32652,0.36178,0.28718,No
0.20481,?,?,0.43315,0.64286,?,0.35861,0.32959,?,?,Yes
0.28517,0.33525,0.51277,0.42888999999999994,0.64286,?,?,0.45064,0.46187,0.3859,Yes
0.09272000000000001,0.16574,0.32223,0.22815,0.35714,0.33333,0.32826,?,0.31549,0.29679,No
0.25287,0.02845,?,0.21991999999999998,?,0.26666999999999996,?,?,0.43532,0.24808000000000002,No
0.19622,0.21584,0.43683,0.31899,0.5,?,0.46269,?,0.4392,0.3359,No
0.06862,?,?,0.24838000000000002,?,0.33333,0.37582,0.31005,0.34681,0.28462,No
?,0.24599000000000001,0.38233,0.24226999999999999,?,?,0.46663000000000004,0.35652,0.41763,?,No
0.09856000000000001,0.27879,0.41771,0.29623,?,?,0.46543,?,0.42623999999999995,0.42885,No
0.39757,?,0.70857,0.61531,?,0.66667,?,0.61807,0.61534,?,Yes
0.26219000000000003,0.19827999999999998,?,0.36341999999999997,?,0.4,0.54094,0.44706,0.49954,?,Yes
0.1637,0.17364000000000002,0.4837,0.31245,0.64286,0.53333,0.5512100000000001,0.36635999999999996,0.46834,0.47372,Yes
0.08092,0.21696,0.27636,0.19277,0.64286,?,0.32116999999999996,0.29403,0.30964,0.39808000000000004,No
0.22954000000000002,?,0.39554,0.25190999999999997,0.5,0.26666999999999996,0.41179,0.34285,0.38143,0.31218,No
0.32997,0.07509,0.43141999999999997,0.31059000000000003,0.64286,0.46667,0.43012,?,0.35554,?,No
0.24203000000000002,0.20909,0.53927,0.38875,0.64286,0.6,0.47355,0.39724,0.43998999999999994,?,No
0.09436,?,0.4847,0.29375,0.5,?,0.46574,0.41279,0.44282,0.39551,No
?,?,0.3627,0.22175,?,0.33333,0.37046999999999997,0.32449,0.35048,0.39615,No
0.09471,0.13851,?,0.1691,0.42857,0.26666999999999996,0.44538,0.33371,?,?,No
?,0.2483,0.45657,?,0.35714,0.4,0.43381000000000003,?,0.40702,0.35,No
0.14055,0.15124,0.40876999999999997,0.29328000000000004,0.57143,0.4,0.42799,0.33168000000000003,?,0.375,No
?,0.19008,0.60935,0.42549,0.57143,?,0.5150100000000001,0.4297,0.47746000000000005,0.34872,No
?,0.10235,0.27784000000000003,0.21041999999999997,?,0.46667,0.33866999999999997,0.18184,0.26802,0.33205,Yes
?,0.23493000000000003,?,0.49563999999999997,0.64286,?,0.5221899999999999,0.45516999999999996,?,0.45962,Yes
0.11043,0.49198000000000003,0.6038100000000001,0.42323999999999995,0.64286,0.6,0.59278,0.53009,?,0.53974,Yes
0.18144000000000002,0.22453,0.35663,0.28386,0.35714,0.33333,0.39798,0.31843,0.36274,0.25192,No
?,0.24488000000000001,0.51197,?,0.78571,?,0.54076,0.4481,?,?,No
0.33793,?,0.6862199999999999,?,?,0.66667,0.6160800000000001,0.54159,?,0.5083300000000001,Yes
?,0.17795,?,0.26496,0.57143,0.26666999999999996,0.419,0.31623,?,?,No
0.15103,0.28035,?,0.35125,?,0.33333,0.39933,?,0.39266999999999996,0.36795,No
?,0.08552,0.33195,0.13953,0.35714,?,0.43087,0.30846999999999997,?,0.26666999999999996,No
0.15361,0.2987,0.40245,0.32154,?,0.26666999999999996,?,?,0.39844,0.28205,No
